"Taille","Moyenne Hauteur Max","Moyenne Temps"
100,0,1.0661615555555555
500,0,1.1154366666666666
1000,0,1.4057149999999998
5000,0,9.403855
10000,0,14.901597999999998
50000,0,113.93370077777779
