"Taille","Moyenne Hauteur Max","Moyenne Temps"
100,549.2888888888889,0.5642381222222222
500,1455.3777777777777,1.791110488888889
1000,2139.6555555555556,4.841009122222222
5000,3720.511111111111,14.320098444444442
10000,3850.1777777777775,34.858969611111114
50000,6318.666666666668,366.35145463333333
100000,4974.200000000001,788.186664
